Rank,Name,Count,Sex,Year
12,RYAN,3381,Male,1988
13,JUSTIN,3301,Male,1988
14,JOSEPH,3284,Male,1988
15,JAMES,3112,Male,1988
16,NICHOLAS,3099,Male,1988
17,JOHN,2940,Male,1988
18,KEVIN,2876,Male,1988
19,ERIC,2640,Male,1988
20,BRIAN,2586,Male,1988
21,STEVEN,2478,Male,1988
22,BRANDON,2355,Male,1988
23,ALEXANDER,2266,Male,1988
24,KYLE,2230,Male,1988
25,RICHARD,2160,Male,1988
1,MICHAEL,7448,Male,1987
2,CHRISTOPHER,6564,Male,1987
3,DANIEL,5400,Male,1987
4,DAVID,5312,Male,1987
5,MATTHEW,4684,Male,1987
6,ANDREW,4366,Male,1987
7,JOSHUA,3760,Male,1987
8,ROBERT,3566,Male,1987
9,RYAN,3444,Male,1987
10,ANTHONY,3424,Male,1987
11,JOSE,3284,Male,1987
12,JOSEPH,3147,Male,1987
13,JONATHAN,3114,Male,1987
14,JOHN,2997,Male,1987
15,JAMES,2965,Male,1987
16,JUSTIN,2947,Male,1987
17,KEVIN,2759,Male,1987
18,ERIC,2726,Male,1987
19,NICHOLAS,2700,Male,1987
20,BRIAN,2460,Male,1987
21,JASON,2431,Male,1987
22,STEVEN,2372,Male,1987
23,BRANDON,2313,Male,1987
24,KYLE,2228,Male,1987
25,RICHARD,2141,Male,1987
1,MICHAEL,7278,Male,1986
2,CHRISTOPHER,6503,Male,1986
3,DANIEL,5398,Male,1986
4,DAVID,5253,Male,1986
5,MATTHEW,4664,Male,1986
6,ANDREW,3990,Male,1986
7,ROBERT,3711,Male,1986
8,RYAN,3502,Male,1986
9,JOSHUA,3435,Male,1986
10,ANTHONY,3108,Male,1986
11,JAMES,3069,Male,1986
12,JOSE,3017,Male,1986
12,JOSEPH,3017,Male,1986
14,JONATHAN,2930,Male,1986
15,JOHN,2860,Male,1986
16,NICHOLAS,2685,Male,1986
17,JASON,2633,Male,1986
18,BRANDON,2524,Male,1986
19,ERIC,2464,Male,1986
20,STEVEN,2437,Male,1986
21,KEVIN,2381,Male,1986
22,JUSTIN,2296,Male,1986
23,BRIAN,2283,Male,1986
24,RICHARD,2129,Male,1986
25,KYLE,2095,Male,1986
1,MICHAEL,7261,Male,1985
2,CHRISTOPHER,6774,Male,1985
3,DANIEL,5443,Male,1985
4,DAVID,5240,Male,1985
5,MATTHEW,4491,Male,1985
6,ROBERT,3694,Male,1985
7,JOSHUA,3673,Male,1985
8,RYAN,3566,Male,1985
9,ANDREW,3421,Male,1985
10,JAMES,3228,Male,1985
11,ANTHONY,3094,Male,1985
12,JOSE,3068,Male,1985
13,JOSEPH,3054,Male,1985
14,JOHN,3008,Male,1985
15,JONATHAN,2920,Male,1985
16,BRANDON,2703,Male,1985
17,JASON,2696,Male,1985
18,NICHOLAS,2654,Male,1985
19,BRIAN,2557,Male,1985
20,ERIC,2501,Male,1985
21,STEVEN,2500,Male,1985
22,JUSTIN,2245,Male,1985
23,RICHARD,2227,Male,1985
24,KEVIN,2221,Male,1985
25,WILLIAM,2073,Male,1985
1,MICHAEL,7482,Male,1984
2,CHRISTOPHER,6536,Male,1984
3,DAVID,5100,Male,1984
4,DANIEL,5020,Male,1984
5,MATTHEW,4683,Male,1984
6,ROBERT,3534,Male,1984
7,JOSHUA,3406,Male,1984
8,RYAN,3403,Male,1984
9,JAMES,3145,Male,1984
10,JOHN,3075,Male,1984
11,JOSEPH,3027,Male,1984
12,JASON,2966,Male,1984
13,ANTHONY,2839,Male,1984
14,JOSE,2822,Male,1984
15,ANDREW,2751,Male,1984
16,BRIAN,2725,Male,1984
17,JONATHAN,2584,Male,1984
18,NICHOLAS,2478,Male,1984
19,JUSTIN,2378,Male,1984
20,BRANDON,2367,Male,1984
21,ERIC,2334,Male,1984
22,STEVEN,2284,Male,1984
23,RICHARD,2165,Male,1984
24,ADAM,2064,Male,1984
25,WILLIAM,1992,Male,1984
1,MICHAEL,7424,Male,1983
2,CHRISTOPHER,6374,Male,1983
3,DAVID,4950,Male,1983
4,DANIEL,4749,Male,1983
5,MATTHEW,4660,Male,1983
6,ROBERT,3599,Male,1983
7,JASON,3403,Male,1983
8,RYAN,3346,Male,1983
9,JOSHUA,3294,Male,1983
10,JOSEPH,3099,Male,1983
11,JAMES,3087,Male,1983
12,JOHN,3039,Male,1983
13,JOSE,2760,Male,1983
14,BRIAN,2670,Male,1983
15,ANDREW,2615,Male,1983
16,ANTHONY,2464,Male,1983
17,JONATHAN,2448,Male,1983
18,JUSTIN,2442,Male,1983
19,ERIC,2329,Male,1983
20,NICHOLAS,2283,Male,1983
21,STEVEN,2255,Male,1983
22,RICHARD,2199,Male,1983
23,BRANDON,2183,Male,1983
24,WILLIAM,2094,Male,1983
25,KEVIN,1933,Male,1983
1,MICHAEL,7155,Male,1982
2,CHRISTOPHER,6095,Male,1982
3,DAVID,5112,Male,1982
4,DANIEL,4583,Male,1982
5,MATTHEW,4065,Male,1982
6,ROBERT,3651,Male,1982
7,JASON,3592,Male,1982
8,JOSHUA,3216,Male,1982
9,JAMES,3202,Male,1982
10,RYAN,3123,Male,1982
11,JOHN,3105,Male,1982
12,JOSEPH,3061,Male,1982
13,JOSE,3016,Male,1982
14,BRIAN,2724,Male,1982
15,JUSTIN,2580,Male,1982
16,ANTHONY,2473,Male,1982
17,JONATHAN,2445,Male,1982
18,ANDREW,2322,Male,1982
19,NICHOLAS,2253,Male,1982
20,RICHARD,2248,Male,1982
21,ERIC,2104,Male,1982
22,STEVEN,2093,Male,1982
23,WILLIAM,2000,Male,1982
24,BRANDON,1915,Male,1982
25,KEVIN,1836,Male,1982
1,MICHAEL,7221,Male,1981
2,CHRISTOPHER,5226,Male,1981
3,DAVID,4901,Male,1981
4,DANIEL,4313,Male,1981
5,MATTHEW,3831,Male,1981
6,ROBERT,3743,Male,1981
7,JASON,3708,Male,1981
8,JOSHUA,3362,Male,1981
9,JOHN,3213,Male,1981
10,RYAN,3153,Male,1981
11,JOSE,3084,Male,1981
12,JOSEPH,3060,Male,1981
13,JAMES,3037,Male,1981
14,BRIAN,2609,Male,1981
15,JUSTIN,2440,Male,1981
16,ANTHONY,2340,Male,1981
17,JONATHAN,2245,Male,1981
18,RICHARD,2194,Male,1981
19,ERIC,2109,Male,1981
20,NICHOLAS,2048,Male,1981
21,STEVEN,1972,Male,1981
22,BRANDON,1915,Male,1981
23,ANDREW,1845,Male,1981
24,WILLIAM,1787,Male,1981
25,JUAN,1776,Male,1981
1,MICHAEL,6905,Male,1980
2,DAVID,5042,Male,1980
3,CHRISTOPHER,4824,Male,1980
4,DANIEL,4127,Male,1980
5,JASON,4105,Male,1980
6,ROBERT,3492,Male,1980
7,MATTHEW,3350,Male,1980
8,JOSHUA,3116,Male,1980
9,JAMES,3028,Male,1980
10,JOHN,3004,Male,1980
11,RYAN,2971,Male,1980
12,JOSE,2901,Male,1980
13,JOSEPH,2863,Male,1980
14,BRIAN,2737,Male,1980
15,JUSTIN,2404,Male,1980
16,ERIC,2303,Male,1980
17,RICHARD,2124,Male,1980
18,ANTHONY,2083,Male,1980
19,NICHOLAS,2073,Male,1980
20,STEVEN,1886,Male,1980
21,ANDREW,1739,Male,1980
22,JUAN,1732,Male,1980
23,WILLIAM,1723,Male,1980
24,JONATHAN,1716,Male,1980
25,KEVIN,1637,Male,1980
1,MICHAEL,6589,Male,1979
2,DAVID,4872,Male,1979
3,CHRISTOPHER,4785,Male,1979
4,JASON,4107,Male,1979
5,DANIEL,3533,Male,1979
6,ROBERT,3438,Male,1979
7,JOHN,2985,Male,1979
8,JAMES,2982,Male,1979
8,MATTHEW,2982,Male,1979
10,JOSHUA,2884,Male,1979
11,RYAN,2871,Male,1979
12,BRIAN,2667,Male,1979
13,JOSE,2666,Male,1979
14,JOSEPH,2642,Male,1979
15,ANTHONY,2083,Male,1979
16,ERIC,2072,Male,1979
17,NICHOLAS,2071,Male,1979
18,RICHARD,2046,Male,1979
19,STEVEN,1856,Male,1979
20,WILLIAM,1738,Male,1979
21,KEVIN,1680,Male,1979
22,JEFFREY,1614,Male,1979
23,JUSTIN,1569,Male,1979
24,ANDREW,1563,Male,1979
25,JUAN,1560,Male,1979
1,MICHAEL,6546,Male,1978
2,DAVID,4576,Male,1978
3,JASON,4285,Male,1978
4,CHRISTOPHER,4127,Male,1978
5,DANIEL,3422,Male,1978
6,ROBERT,3332,Male,1978
7,JAMES,3111,Male,1978
8,MATTHEW,3007,Male,1978
9,JOHN,2920,Male,1978
10,BRIAN,2767,Male,1978
11,JOSHUA,2550,Male,1978
12,JOSE,2512,Male,1978
13,JOSEPH,2504,Male,1978
14,RYAN,2432,Male,1978
15,ANTHONY,2049,Male,1978
16,ERIC,1957,Male,1978
17,RICHARD,1944,Male,1978
18,STEVEN,1889,Male,1978
19,NICHOLAS,1785,Male,1978
20,WILLIAM,1701,Male,1978
21,KEVIN,1694,Male,1978
22,JEFFREY,1576,Male,1978
23,ANDREW,1466,Male,1978
24,JUAN,1452,Male,1978
25,JUSTIN,1410,Male,1978
1,MICHAEL,6387,Male,1977
2,DAVID,4395,Male,1977
3,JASON,4384,Male,1977
4,CHRISTOP*,4094,Male,1977
5,DANIEL,3373,Male,1977
6,ROBERT,3365,Male,1977
7,JAMES,2966,Male,1977
8,BRIAN,2933,Male,1977
9,MATTHEW,2850,Male,1977
10,JOHN,2800,Male,1977
11,RYAN,2467,Male,1977
12,JOSHUA,2439,Male,1977
13,JOSEPH,2329,Male,1977
14,JOSE,2310,Male,1977
15,RICHARD,2087,Male,1977
16,ERIC,2019,Male,1977
17,ANTHONY,1880,Male,1977
18,KEVIN,1828,Male,1977
19,WILLIAM,1718,Male,1977
20,STEVEN,1696,Male,1977
21,JEREMY,1662,Male,1977
22,JEFFREY,1654,Male,1977
23,JUAN,1373,Male,1977
24,SCOTT,1365,Male,1977
25,ANDREW,1355,Male,1977
1,MICHAEL,6196,Male,1976
2,DAVID,4328,Male,1976
3,JASON,4316,Male,1976
4,CHRISTOP*,3882,Male,1976
5,ROBERT,3385,Male,1976
6,DANIEL,3179,Male,1976
7,JAMES,2893,Male,1976
8,JOHN,2800,Male,1976
9,MATTHEW,2738,Male,1976
10,BRIAN,2678,Male,1976
11,JOSE,2336,Male,1976
12,JOSEPH,2135,Male,1976
13,ERIC,2068,Male,1976
14,JOSHUA,2020,Male,1976
15,RYAN,2004,Male,1976
16,RICHARD,1938,Male,1976
17,ANTHONY,1737,Male,1976
17,STEVEN,1737,Male,1976
19,WILLIAM,1699,Male,1976
20,JEFFREY,1594,Male,1976
21,JUAN,1576,Male,1976
22,JEREMY,1519,Male,1976
23,KEVIN,1509,Male,1976
24,MARK,1369,Male,1976
25,SCOTT,1328,Male,1976
1,MICHAEL,6278,Male,1975
2,JASON,4347,Male,1975
3,DAVID,4058,Male,1975
4,CHRISTOP*,3858,Male,1975
5,ROBERT,3437,Male,1975
6,DANIEL,2944,Male,1975
7,JAMES,2871,Male,1975
8,JOHN,2834,Male,1975
9,MATTHEW,2583,Male,1975
10,BRIAN,2565,Male,1975
11,JOSE,2113,Male,1975
12,RICHARD,1965,Male,1975
13,JOSEPH,1867,Male,1975
14,JOSHUA,1864,Male,1975
15,ERIC,1840,Male,1975
16,RYAN,1833,Male,1975
17,JEFFREY,1706,Male,1975
18,WILLIAM,1703,Male,1975
19,STEVEN,1695,Male,1975
20,ANTHONY,1623,Male,1975
21,SCOTT,1463,Male,1975
22,MARK,1427,Male,1975
23,KEVIN,1268,Male,1975
24,JUAN,1263,Male,1975
25,JEREMY,1254,Male,1975
1,MICHAEL,6159,Male,1974
2,JASON,4765,Male,1974
3,DAVID,4325,Male,1974
4,CHRISTOP*,3897,Male,1974
5,ROBERT,3477,Male,1974
6,JOHN,2976,Male,1974
7,BRIAN,2952,Male,1974
8,DANIEL,2942,Male,1974
9,JAMES,2932,Male,1974
10,MATTHEW,2527,Male,1974
11,RICHARD,1959,Male,1974
12,ERIC,1957,Male,1974
13,JOSE,1944,Male,1974
14,JOSEPH,1850,Male,1974
15,JEFFREY,1786,Male,1974
16,WILLIAM,1780,Male,1974
17,STEVEN,1763,Male,1974
18,JOSHUA,1654,Male,1974
19,ANTHONY,1631,Male,1974
20,MARK,1626,Male,1974
21,RYAN,1517,Male,1974
22,SCOTT,1511,Male,1974
23,KEVIN,1413,Male,1974
24,AARON,1258,Male,1974
25,PAUL,1209,Male,1974
1,MICHAEL,5960,Male,1973
2,JASON,4360,Male,1973
3,DAVID,4101,Male,1973
4,CHRISTOP*,3696,Male,1973
5,ROBERT,3498,Male,1973
6,JOHN,3144,Male,1973
7,JAMES,2977,Male,1973
8,BRIAN,2798,Male,1973
9,DANIEL,2768,Male,1973
10,MATTHEW,2252,Male,1973
11,RICHARD,2115,Male,1973
12,ERIC,2038,Male,1973
13,WILLIAM,1840,Male,1973
14,JOSEPH,1788,Male,1973
15,JEFFREY,1757,Male,1973
16,MARK,1739,Male,1973
17,STEVEN,1701,Male,1973
18,JOSE,1685,Male,1973
19,ANTHONY,1609,Male,1973
20,SCOTT,1513,Male,1973
21,KEVIN,1399,Male,1973
22,PAUL,1298,Male,1973
23,RYAN,1284,Male,1973
24,JOSHUA,1266,Male,1973
25,THOMAS,1251,Male,1973
1,MICHAEL,6476,Male,1972
2,DAVID,4539,Male,1972
3,CHRISTOP*,4215,Male,1972
4,JASON,3962,Male,1972
5,ROBERT,3916,Male,1972
6,JAMES,3441,Male,1972
7,JOHN,3432,Male,1972
8,BRIAN,2897,Male,1972
9,DANIEL,2524,Male,1972
10,RICHARD,2326,Male,1972
11,ERIC,2266,Male,1972
12,MATTHEW,2220,Male,1972
13,WILLIAM,2011,Male,1972
14,STEVEN,1925,Male,1972
15,JEFFREY,1903,Male,1972
16,JOSEPH,1814,Male,1972
17,MARK,1754,Male,1972
18,SCOTT,1753,Male,1972
19,ANTHONY,1674,Male,1972
20,KEVIN,1568,Male,1972
21,JOSE,1514,Male,1972
22,PAUL,1438,Male,1972
23,THOMAS,1376,Male,1972
24,TIMOTHY,1316,Male,1972
25,GREGORY,1178,Male,1972
1,MICHAEL,7006,Male,1971
2,DAVID,5114,Male,1971
3,ROBERT,4585,Male,1971
4,JOHN,4220,Male,1971
5,JASON,4200,Male,1971
6,CHRISTOP*,3996,Male,1971
7,JAMES,3892,Male,1971
8,RICHARD,2723,Male,1971
9,DANIEL,2485,Male,1971
10,BRIAN,2452,Male,1971
11,ERIC,2398,Male,1971
12,WILLIAM,2387,Male,1971
13,MATTHEW,2305,Male,1971
14,STEVEN,2302,Male,1971
15,SCOTT,2286,Male,1971
16,JEFFREY,2253,Male,1971
17,MARK,2025,Male,1971
18,KEVIN,1953,Male,1971
19,JOSEPH,1945,Male,1971
20,ANTHONY,1798,Male,1971
21,THOMAS,1678,Male,1971
22,PAUL,1648,Male,1971
23,TIMOTHY,1486,Male,1971
24,JOSE,1364,Male,1971
25,CHARLES,1318,Male,1971
1,MICHAEL,8411,Male,1970
2,DAVID,6254,Male,1970
3,ROBERT,5607,Male,1970
4,JOHN,5022,Male,1970
5,JAMES,4735,Male,1970
6,CHRISTOP*,3923,Male,1970
7,JASON,3891,Male,1970
8,RICHARD,3258,Male,1970
9,WILLIAM,2831,Male,1970
10,STEVEN,2829,Male,1970
11,ERIC,2787,Male,1970
12,JEFFREY,2757,Male,1970
13,MARK,2689,Male,1970
14,BRIAN,2621,Male,1970
15,DANIEL,2612,Male,1970
16,SCOTT,2332,Male,1970
17,KEVIN,2284,Male,1970
18,JOSEPH,2226,Male,1970
19,MATTHEW,2146,Male,1970
20,ANTHONY,2114,Male,1970
21,THOMAS,2011,Male,1970
22,PAUL,1972,Male,1970
23,TIMOTHY,1787,Male,1970
24,GREGORY,1642,Male,1970
25,CHARLES,1609,Male,1970
1,MICHAEL,8544,Male,1969
2,DAVID,6457,Male,1969
3,ROBERT,6051,Male,1969
4,JOHN,5167,Male,1969
5,JAMES,4687,Male,1969
6,CHRISTOP*,3518,Male,1969
7,RICHARD,3363,Male,1969
8,STEVEN,2893,Male,1969
9,MARK,2889,Male,1969
10,BRIAN,2796,Male,1969
11,WILLIAM,2745,Male,1969
12,DANIEL,2711,Male,1969
13,JEFFREY,2689,Male,1969
14,JASON,2619,Male,1969
15,ERIC,2615,Male,1969
16,SCOTT,2372,Male,1969
17,THOMAS,2187,Male,1969
18,ANTHONY,2152,Male,1969
19,JOSEPH,2135,Male,1969
19,PAUL,2135,Male,1969
21,TIMOTHY,1959,Male,1969
22,MATTHEW,1957,Male,1969
23,KEVIN,1873,Male,1969
24,GREGORY,1625,Male,1969
25,CHARLES,1572,Male,1969
1,MICHAEL,8454,Male,1968
2,DAVID,6405,Male,1968
3,ROBERT,5909,Male,1968
4,JOHN,5465,Male,1968
5,JAMES,4844,Male,1968
6,RICHARD,3560,Male,1968
7,CHRISTOP*,3153,Male,1968
8,MARK,3096,Male,1968
9,STEVEN,2972,Male,1968
10,WILLIAM,2867,Male,1968
11,JEFFREY,2698,Male,1968
12,DANIEL,2652,Male,1968
13,BRIAN,2650,Male,1968
14,ERIC,2408,Male,1968
15,SCOTT,2303,Male,1968
16,TIMOTHY,2214,Male,1968
17,PAUL,2184,Male,1968
18,THOMAS,2129,Male,1968
19,ANTHONY,2086,Male,1968
20,JOSEPH,2074,Male,1968
21,KEVIN,1957,Male,1968
22,MATTHEW,1773,Male,1968
23,KENNETH,1691,Male,1968
24,GREGORY,1548,Male,1968
25,CHARLES,1523,Male,1968
1,MICHAEL,8588,Male,1967
2,DAVID,6852,Male,1967
3,ROBERT,5569,Male,1967
4,JOHN,5474,Male,1967
5,JAMES,4889,Male,1967
6,RICHARD,3680,Male,1967
7,MARK,3130,Male,1967
8,STEVEN,3053,Male,1967
9,WILLIAM,2901,Male,1967
10,CHRISTOP*,2888,Male,1967
11,DANIEL,2624,Male,1967
12,JEFFREY,2515,Male,1967
13,ERIC,2454,Male,1967
14,BRIAN,2441,Male,1967
15,TIMOTHY,2325,Male,1967
16,ANTHONY,2187,Male,1967
17,SCOTT,2163,Male,1967
18,PAUL,2157,Male,1967
19,JOSEPH,2149,Male,1967
19,THOMAS,2149,Male,1967
21,KEVIN,2007,Male,1967
22,KENNETH,1778,Male,1967
23,RONALD,1673,Male,1967
24,GREGORY,1554,Male,1967
25,CHARLES,1545,Male,1967
1,MICHAEL,8164,Male,1966
2,DAVID,6716,Male,1966
3,ROBERT,5973,Male,1966
4,JOHN,5619,Male,1966
5,JAMES,5251,Male,1966
6,RICHARD,3767,Male,1966
7,STEVEN,3191,Male,1966
8,MARK,3166,Male,1966
9,WILLIAM,2938,Male,1966
10,CHRISTOP*,2866,Male,1966
11,JEFFREY,2754,Male,1966
12,DANIEL,2688,Male,1966
13,TIMOTHY,2370,Male,1966
14,BRIAN,2363,Male,1966
15,PAUL,2217,Male,1966
16,THOMAS,2141,Male,1966
17,ERIC,2127,Male,1966
18,JOSEPH,2112,Male,1966
19,ANTHONY,2056,Male,1966
20,SCOTT,2044,Male,1966
21,KEVIN,2012,Male,1966
22,KENNETH,1908,Male,1966
23,RONALD,1899,Male,1966
24,GREGORY,1708,Male,1966
25,CHARLES,1612,Male,1966
1,MICHAEL,8632,Male,1965
2,DAVID,6816,Male,1965
3,ROBERT,6352,Male,1965
4,JOHN,6244,Male,1965
5,JAMES,5558,Male,1965
6,RICHARD,4114,Male,1965
7,MARK,3433,Male,1965
8,STEVEN,3362,Male,1965
9,WILLIAM,3158,Male,1965
10,DANIEL,2980,Male,1965
11,JEFFREY,2732,Male,1965
12,CHRISTOP*,2645,Male,1965
13,THOMAS,2476,Male,1965
14,TIMOTHY,2431,Male,1965
15,JOSEPH,2343,Male,1965
16,KEVIN,2299,Male,1965
17,PAUL,2281,Male,1965
18,KENNETH,2209,Male,1965
19,BRIAN,2162,Male,1965
20,ERIC,2155,Male,1965
21,SCOTT,2054,Male,1965
22,RONALD,2023,Male,1965
23,ANTHONY,2017,Male,1965
24,GREGORY,1902,Male,1965
25,CHARLES,1714,Male,1965
1,MICHAEL,8899,Male,1964
2,DAVID,7495,Male,1964
3,JOHN,7195,Male,1964
4,ROBERT,7108,Male,1964
5,JAMES,5946,Male,1964
6,RICHARD,4368,Male,1964
7,MARK,3978,Male,1964
8,WILLIAM,3615,Male,1964
9,STEVEN,3605,Male,1964
10,DANIEL,2940,Male,1964
11,JEFFREY,2912,Male,1964
12,THOMAS,2733,Male,1964
13,KEVIN,2542,Male,1964
14,KENNETH,2464,Male,1964
15,JOSEPH,2414,Male,1964
16,PAUL,2408,Male,1964
17,SCOTT,2336,Male,1964
18,CHRISTOP*,2293,Male,1964
18,TIMOTHY,2293,Male,1964
20,RONALD,2225,Male,1964
21,GREGORY,2224,Male,1964
22,BRIAN,2083,Male,1964
23,ANTHONY,1970,Male,1964
24,CHARLES,1880,Male,1964
25,ERIC,1878,Male,1964
1,MICHAEL,9136,Male,1963
2,DAVID,7692,Male,1963
3,ROBERT,7132,Male,1963
4,JOHN,6978,Male,1963
5,JAMES,5793,Male,1963
6,MARK,4651,Male,1963
7,RICHARD,4568,Male,1963
8,STEVEN,3759,Male,1963
9,WILLIAM,3662,Male,1963
10,JEFFREY,3213,Male,1963
11,DANIEL,3131,Male,1963
12,THOMAS,2850,Male,1963
13,SCOTT,2682,Male,1963
14,KEVIN,2664,Male,1963
15,KENNETH,2512,Male,1963
16,GREGORY,2494,Male,1963
17,RONALD,2422,Male,1963
18,JOSEPH,2344,Male,1963
19,CHRISTOP*,2313,Male,1963
20,PAUL,2312,Male,1963
21,TIMOTHY,2288,Male,1963
22,BRIAN,2264,Male,1963
23,CHARLES,2103,Male,1963
24,ANTHONY,2063,Male,1963
25,DONALD,1851,Male,1963
1,MICHAEL,9336,Male,1962
2,DAVID,8059,Male,1962
3,ROBERT,7031,Male,1962
4,JOHN,6612,Male,1962
5,JAMES,5863,Male,1962
6,MARK,4911,Male,1962
7,RICHARD,4340,Male,1962
8,STEVEN,3914,Male,1962
9,WILLIAM,3727,Male,1962
10,JEFFREY,3389,Male,1962
11,DANIEL,3049,Male,1962
12,THOMAS,2902,Male,1962
13,SCOTT,2753,Male,1962
14,KENNETH,2587,Male,1962
15,GREGORY,2548,Male,1962
16,KEVIN,2429,Male,1962
17,RONALD,2426,Male,1962
18,JOSEPH,2387,Male,1962
19,TIMOTHY,2345,Male,1962
20,CHRISTOP*,2219,Male,1962
21,PAUL,2157,Male,1962
22,CHARLES,2077,Male,1962
23,BRIAN,2061,Male,1962
24,ANTHONY,2001,Male,1962
25,DONALD,1929,Male,1962
1,MICHAEL,9444,Male,1961
2,DAVID,8353,Male,1961
3,ROBERT,7054,Male,1961
4,JOHN,6751,Male,1961
5,JAMES,6055,Male,1961
6,MARK,5339,Male,1961
7,STEVEN,4211,Male,1961
8,RICHARD,4186,Male,1961
9,WILLIAM,3763,Male,1961
10,DANIEL,3212,Male,1961
11,JEFFREY,3118,Male,1961
12,THOMAS,2991,Male,1961
13,KENNETH,2534,Male,1961
14,RONALD,2515,Male,1961
15,KEVIN,2449,Male,1961
16,TIMOTHY,2405,Male,1961
17,GREGORY,2364,Male,1961
18,CHRISTOP*,2266,Male,1961
19,JOSEPH,2234,Male,1961
20,CHARLES,2172,Male,1961
21,PAUL,2162,Male,1961
22,DONALD,2146,Male,1961
23,SCOTT,2117,Male,1961
24,BRIAN,2026,Male,1961
25,ANTHONY,1999,Male,1961
1,MICHAEL,8770,Male,1960
2,DAVID,8033,Male,1960
3,ROBERT,6798,Male,1960
4,JOHN,6308,Male,1960
5,JAMES,5900,Male,1960
6,MARK,5389,Male,1960
7,RICHARD,4436,Male,1960
8,STEVEN,4310,Male,1960
9,WILLIAM,3943,Male,1960
10,DANIEL,3081,Male,1960
11,THOMAS,2978,Male,1960
12,JEFFREY,2940,Male,1960
13,TIMOTHY,2695,Male,1960
14,KENNETH,2563,Male,1960
15,RONALD,2477,Male,1960
16,KEVIN,2325,Male,1960
17,GREGORY,2266,Male,1960
18,JOSEPH,2178,Male,1960
19,CHARLES,2172,Male,1960
20,DONALD,2162,Male,1960
21,PAUL,2136,Male,1960
22,BRIAN,1968,Male,1960
23,CHRISTOP*,1951,Male,1960
24,ANTHONY,1906,Male,1960
25,SCOTT,1893,Male,1960
